,id_votacion,fecha,materia,resultado,a favor,en contra,abstencion,no vota
2509,3864,2022-04-12T21:58:44,"94.- Votación separada del N°3 del artículo 50:

       &quot;3. Aprobar, rechazar o modificar la inversión de los recursos de los fondos de compensación interterritorial que se creen y otros recursos públicos que disponga la ley.&quot;",RECHAZADO,97,20,27,11
2508,3865,2022-04-12T22:00:32,"95.- Votación separada del N°4 del artículo 50:

      &quot;4. Pronunciarse en conjunto con los órganos competentes respecto de los procesos de evaluación ambiental.&quot;",RECHAZADO,96,34,14,11
2507,3866,2022-04-12T22:02:15,"96.- INDICACIÓN N°340, de CC NAVARRETE, para intercalar, antes del art. 51, un nuevo artículo (132 bis): 

      (Artículo nuevo) “El Gobierno Central se encargará de planificar el ordenamiento territorial del país, debiendo adoptar todas aquellas medidas que resulten necesarias para contar con una distribución eficiente del territorio nacional, con énfasis en la interrelación dinámica entre las personas, el desarrollo de actividades socioeconómicas comunes y la protección de los ecosistemas.

     La ley determinará los mecanismos necesarios para el cumplimiento de esta obligación, garantizando una coordinación permanente entre el Gobierno Central y las demás entidades territoriales, sin perjuicio de las competencias exclusivas de los gobiernos regionales y locales en estas materias”.",RECHAZADO,40,91,11,13
2506,3867,2022-04-12T22:03:55,"97.- Votación separada del inciso primero del artículo 51:

     &quot;Artículo 51.- El Estado y sus entidades territoriales tienen el deber de ordenar y planificar la totalidad del suelo del territorio nacional. Para esto utilizará unidades de ordenación que consideren las cuencas hidrográficas.&quot;",RECHAZADO,81,53,11,10
2505,3868,2022-04-12T22:05:26,"98.- Votación del inciso segundo del artículo 51:

     &quot;Este deber tendrá como fin asegurar una adecuada localización de los asentamientos, actividades productivas y un desarrollo socioeconómico ambientalmente equilibrado, que permita tanto un manejo responsable e integrado de los ecosistemas como de las actividades humanas, con criterios de justicia territorial que permitan promover el bienestar de las presentes y futuras generaciones.&quot;",RECHAZADO,89,40,15,11
2504,3869,2022-04-12T22:07:19,"99.- Artículo 52:

      &quot;Artículo 52.- La ordenación y planificación de los territorios será vinculante en las materias que la ley determine, coordinada, integrada y enfocada en el interés público. Se deberán realizar procesos de participación previos e informados en sus diferentes etapas, considerando los diversos sistemas de conocimientos existentes.

      Dicha ordenación y planificación deberá considerar tanto la diversidad del paisaje y los aspectos culturales locales; como los riesgos y vulnerabilidades frente a desastres socionaturales y los impactos que los usos de suelo causen en la disponibilidad y calidad del agua.&quot;",RECHAZADO,98,37,12,8
2503,3870,2022-04-12T22:09:10,"100.- Artículo 53:

       &quot;Artículo 53.- Los planes e instrumentos de ordenamiento y planificación territorial deberán considerar según corresponda:

     a) El diseño de ciudades y asentamientos poblados sostenibles, seguros e inclusivos; con criterios de equidad de género y justicia socioespacial.

     b) El reconocimiento o definición de áreas de protección ambiental y patrimonial.

      c) Los territorios indígenas, su biodiversidad y usos.

      d) Instrumentos especiales para las áreas de mayor vulnerabilidad, a fin de fortalecer integralmente el desarrollo local y comunitario.

      e) Utilizar criterios de justicia ambiental para evitar la concentración de contaminantes, deterioro o agotamiento de los elementos de la naturaleza en una determinada localidad.

      f) Identificar y orientar el desarrollo de actividades productivas, empresariales e industriales en el territorio, las que deberán desarrollarse en armonía con los centros poblados y los ecosistemas en que se pretendan instalar;

      g) La integración socioespacial, asegurando el acceso a equipamiento, servicios básicos y una movilidad segura, sostenible, con transporte público y vialidad comprometida con un espacio público e infraestructura urbana de calidad.

      h) Las demás que determinen la Constitución y las leyes.&quot;",RECHAZADO,76,46,24,9
2502,3871,2022-04-12T22:11:02,"101.- Artículo 54:

      &quot;Artículo 54.-  Una Ley Marco de Ordenamiento y Planificación Territorial, basada en un enfoque socioecológico velará por el desarrollo del país integrando y coordinando los distintos niveles y escalas territoriales, sus relaciones y los diversos actores que cohabitan los territorios.&quot;",RECHAZADO,90,30,26,9
2501,3872,2022-04-12T22:12:54,"102.- Artículo 55:

      &quot;Artículo 55.- De las instituciones estatales de educación superior. En cada región autónoma existirá, al menos, una universidad estatal, funcionalmente descentralizada, que actuará con plena autonomía académica, económica y administrativa y formarán parte de la Administración del Estado.

      Se relacionarán de manera preferente y coordinada con las instituciones estatales, autoridades regionales, autoridades comunales y con otros servicios públicos con presencia regional, para contribuir al desarrollo de sus funciones propias y en la elaboración, ejecución y evaluación de políticas y programas de desarrollo local, regional o nacional. La ley fijará un estatuto especial para el cumplimiento de las tareas universitarias.

      Del mismo modo, en cada región existirá, al menos, una institución de formación técnico profesional de nivel superior, de acuerdo a sus necesidades y requerimientos.&quot;",RECHAZADO,95,31,19,10
2500,3873,2022-04-12T22:14:59,"103.- Votación del artículo 56, con exclusión de su inciso cuarto (final):

      &quot;Artículo 56.- Los Cuerpos de Bomberos de Chile son una institución perteneciente al sistema de protección civil, cuyo objeto es atender las emergencias causadas por la naturaleza o el ser humano, sin perjuicio de la competencia específica que tengan otros organismos públicos y/o privados.

      Será deber del Estado dar cobertura financiera para cubrir la totalidad de sus gastos operacionales, capacitación y equipos, como también otorgar cobertura médica a su personal por accidentes o enfermedades contraídas por actos de servicio.

      La ley regulará el régimen de financiamiento y prestaciones sociales en época de vejez e invalidez.&quot;",APROBADO,120,3,23,9
2499,3874,2022-04-12T22:16:51,"104.- Votación separada del inciso cuarto (final) del artículo 56:

      &quot;El Estado reconoce y ampara los Cuerpos de Bomberos de Chile en su función esencial de servicio a la comunidad, garantizando la voluntariedad de afiliación de sus miembros y la debida autonomía institucional para el cumplimiento de sus fines específicos.”",RECHAZADO,90,18,34,13
3124,4469,2022-04-26T15:47:44,"1.- Artículo 3 (sólo inciso primero):

      &quot;Artículo 3.- De la creación o supresión de Comunas Autónomas. La creación, división o fusión de comunas autónomas, o la modificación de sus límites o denominación, se determinará por ley, respetando en todo caso criterios objetivos, según lo dispuesto en el artículo 2 de esta Constitución.&quot;",APROBADO,124,5,12,14
3123,4470,2022-04-26T15:49:29,"2.- Artículo 3 bis:

&quot;Artículo 3 bis.- Existirá iniciativa popular para la creación, división o fusión de comunas autónomas, según determine la ley.&quot;",RECHAZADO,94,34,17,10
3122,4471,2022-04-26T15:51:43,"3.- En votación, propuesta de reemplazo del inciso sexto del artículo 8, primer inciso:

(Artículo 8; inciso sexto) &quot;Los Concejales y Concejalas dispondrán de las condiciones y recursos necesarios para el desempeño eficiente y probo del cargo.&quot;
",APROBADO,129,0,17,9
3121,4472,2022-04-26T15:53:28,"4.-  En votación, propuesta de reemplazo del inciso sexto del artículo 8, segundo inciso:

       &quot;Los Concejales o Concejalas no podrán desempeñar simultáneamente cargos directivos en otras municipalidades durante el ejercicio de su cargo.&quot;",RECHAZADO,93,22,34,6
3120,4473,2022-04-26T15:55:22,"5.- En votación, propuesta de reemplazo del inciso sexto del artículo 8, tercer inciso:

      &quot;La ley establecerá un régimen de inhabilidades e incompatibilidades.&quot;",APROBADO,141,1,7,6
3119,4474,2022-04-26T15:57:06,"6.- En votación, propuesta de reemplazo del inciso sexto del artículo 8, nuevo inciso:

      &quot;Será igualmente necesario el acuerdo del Concejo para la aprobación del plan regulador comunal.&quot;",APROBADO,113,11,27,4
3118,4475,2022-04-26T15:58:58,"7.- Artículo 10:

       &quot;Artículo 10.- De las delegaciones comunales. El alcalde o alcaldesa, con aprobación del Concejo Municipal, podrá establecer delegaciones para el ejercicio de las facultades de la comuna autónoma en los casos y formas que determine la ley.&quot;",APROBADO,117,11,22,5
3117,4476,2022-04-26T16:00:55,"8.- En votación propuesta normativa para el inciso segundo del artículo 11:

      &quot;Se constituirá una Junta Vecinal en cada Unidad Vecinal y una Unión Comunal de Juntas Vecinales en cada Comuna Autónoma.&quot;",RECHAZADO,98,41,10,6
3116,4477,2022-04-26T16:02:45,"9.- En votación nuevo inciso, incorporado a continuación del segundo, en el artículo 11:

       &quot;La ley podrá establecer excepciones a esta regla en aquellas Comunas Autónomas que por su extensión, condiciones demográficas o de ruralidad lo hagan atendible.&quot;",RECHAZADO,97,11,44,3
3115,4478,2022-04-26T16:04:31,"10.- En votación nuevo inciso (cuarto), incorporado a continuación del segundo, en el artículo 11:

      &quot;En Comunas Autónomas con población rural, podrá constituirse además una Unión Comunal de Juntas Vecinales de carácter rural.&quot;",APROBADO,108,10,33,4
